row_id,tsv_seq,citation_key,year,title,full_name,final_tier,A1_competency_regime,A2_action_abstraction,A2_observation_type,A2_decision_formalism,A3_SPAE_pattern,A3_authority_pattern,A4_assurance_mode,A5_EVL,synthesis_set,_alias_note
135,135,Wei2026POMDP,2026,,A hierarchical partially observable Markov decision process framework for tunnel boring machine trajectory navigation,Tier B,Earthwork and Material Processing,Low-level continuous thrust-force decision along planned TBM excavation path (derived from hierarchical policy-belief-joint decision layers),Low-dim / structured TBM position-orientation and designed-trajectory observations plus historical geotechnical-load sequence and preliminary geotechnical features for belief-state inference,POMDP,MB/D/MB/MB,Bounded skill or supervisory,AM0,L0,Contextual,"paper-level check: proposes a hierarchical POMDP for TBM trajectory navigation with three layers: RL policy layer for path planning, GRU belief layer to infer unobservable geotechnical effects from observable motion/load sequences, and DNN joint decision layer for thrust-force prediction. A patch-based contact-driven motion (PCDM) simulator is used for interaction/training; reported results include high path-planning accuracy and force-prediction success in simulation plus transfer-learning fine-tuning on real-world datasets, but no disclosed live closed-loop site deployment or independent runtime veto/fallback safety layer."
136,136,LinPosition2024,2024,,Automated position control of tunnel boring machine during excavation using deep reinforcement learning,Tier B,Earthwork and Material Processing,Mid-level,Low-dim / structured TBM operational time-series and tail-deviation state,MDP,MB/D/MB/MB,Bounded skill or supervisory,AM0,L0,Primary,paper-level check: TD3-based DRL with LSTM environment modeling outputs grouped thrust-cylinder force strategies for TBM tail position control using project data; evidence supports data-driven project applicability but remains without disclosed independent runtime veto/fallback assurance layer.
137,137,kim2022reinforcement,2022,,Reinforcement learning-based transportation and sway suppression methods for gantry cranes in simulated environment,Tier B,Material Placement and Lifting,Mid-level,Low-dim / structured engineered gantry-trolley-hook Cartesian destination and single-pendulum sway observation (task-conditioned relative features for sway suppression),MDP,MB/D/MB/MB,Bounded skill or supervisory,AM0,L0,Contextual,paper-level check: Unity 3D single-pendulum gantry crane; PPO with six discrete gantry-by-trolley motion primitives; separate policies for horizontal transport (dense reward plus curriculum on workspace scale) versus residual sway suppression (GAIL with human demonstrations); simulation-only with no disclosed independent runtime veto or fallback layer.
138,138,Chun20221430,2022,,Automation of crane control for block lifting based on deep reinforcement learning,Tier B,Material Placement and Lifting,Mid-level,Low-dim / structured 12-dimensional block-pose and wire-speed state (position orientation angular velocity and prior wire hoisting speeds),MDP,MB/D/MB/MB,Bounded skill or supervisory,AM1,L0,Contextual,paper-level check: PPO-based DRL controls three crane-wire hoisting speeds for shipyard block lifting with DELE multibody dynamics and orientation-plus-lifting-speed rewards; an initial-equilibrium-state algorithm preconditions the lift and comparisons include no-control and PID baselines under disturbance/uncertainty scenarios; evidence remains simulation-only without disclosed independent runtime veto/fallback layer.
139,139,Guo2021210,2021,,Real-time obstacles avoidance for crawler crane based on DQN,Tier B,Material Placement and Lifting,Mid-level,Low-dim / structured LiDAR obstacle-distance and relative goal state observation,MDP,MB/D/MB/MB,Task/planner-level,AM0,L0,Contextual,paper-level check: Dueling-DQN-based real-time crawler-crane obstacle-avoidance planner selects discrete rotational/translational motion primitives from LiDAR-derived state and relative-goal inputs in partially known dynamic simulation; evidence is simulation-only without independent runtime intervention layer.
140,140,Jang2026100763,2026,,Domain-Model-Map-based reinforcement learning for feedforward anti-sway control of overhead cranes,Tier B,Material Placement and Lifting,Mid-level,Low-dim / structured crane-state and operation-domain condition observation,MDP,MB/D/MB/MB,Bounded skill or supervisory,AM0,L2,Contextual,paper-level check: DMM-based DDPG feedforward anti-sway control generates near-optimal trolley trajectories under varying rope lengths with offline ensemble map selection and validates on simulation and experimental crane platform; no independent runtime veto/fallback layer is disclosed.
141,141,wu2023deep,2023,,Deep reinforcement learning-based control for asynchronous motor-actuated triple pendulum crane systems with distributed mass payloads,Tier B,Material Placement and Lifting,Mid-level,Low-dim / structured trolley-velocity and triple-pendulum swing-angle/angular-rate state observation,MDP,MB/D/MB/MB,Bounded skill or supervisory,AM1,L2,Contextual,paper-level check: PPO-based trajectory planning is coupled with adaptive dead-zone compensation and modified Smith predictor for asynchronous-motor tracking on a 2-ton hardware crane platform; assurance is controller-bounded execution without an independent runtime veto/fallback layer.
142,142,Sardarmehni20239821,2023,,Path planning and energy optimization in optimal control of autonomous wheel loaders using reinforcement learning,Tier B,"Navigation, Layout, and Logistics Support",Mid-level,Low-dim / structured wheel-loader kinematic/path and cycle-state observation,MDP,MB/D/MB/MB,Bounded skill or supervisory,AM0,L0,Contextual,paper-level check: ADP/RL-based optimal control for autonomous wheel-loader short loading cycle jointly optimizes switching times and control inputs for path planning and energy use in simulation; evidence remains simulation-only without independent runtime intervention layer.
143,143,Kreis2025821,2025,,Interactive shaping of granular media using reinforcement learning,Tier B,Earthwork and Material Processing,Mid-level,Visual / structured depth-derived height-map and end-effector proprioceptive state,MDP,MB/D/MB/MB,Bounded skill or supervisory,AM0,L2,Contextual,paper-level check: TQC-based visual policy shapes granular media via end-effector motion increments using depth-to-height-map observations and demonstrates zero-shot transfer from simulation to a real robotic arm setup; evidence supports lab/prototype physical validation without independent runtime veto/fallback layer.
144,144,Navazani2026622,2025,,Reinforcement learning-based motion planning for robotic bricklaying in construction environments,Tier A,Structural Assembly and Installation,Low-level continuous UR5e joint-angle and gripper control for phase-based pick-transport-place execution,Low-dim / structured robot state with joint angles and joint velocities plus gripper state end-effector Cartesian position and target-distance feature (about 17D observation),MDP,MB/D/MB/MB,Bounded skill or supervisory,AM0,L0,Primary,"paper-level check: proposes phase-based PPO for long-horizon robotic bricklaying motion planning (approach, grasp, transport, placement) using a 6-DoF UR5e in MuJoCo with phase-specific reward shaping, smoothness/velocity penalties, and collision/drop penalties. Reported simulation performance includes around 82% successful placements with placement/orientation error metrics; study states sim-to-real transfer potential but does not report real-world deployment in this paper, so evidence remains simulation-level and assurance is policy-level without an independent runtime veto/fallback layer."
145,145,wang2024deep,2024,,Deep reinforcement learning based online lifting path planning for tower cranes in unknown dynamic environments,Tier B,Material Placement and Lifting,Mid-level,Low-dim / structured LiDAR local-obstacle and crane-pose state observation,POMDP,MB/D/MB/MB,Task/planner-level,AM2,L0,Contextual,"paper-level check: TD3-based online mapless lifting path planning with LSTM obstacle-history encoding and hybrid discrete-continuous crane actions in unknown dynamic environments; evidence remains simulation-only, while runtime collision-check/stop mediation is disclosed in execution logic."
146,146,CoopWorkSim2025,2025,,Cooperative Work Simulation of Construction Equipment using Multi-Agent Deep Reinforcement Learning,Tier B,Earthwork and Material Processing,Mid-level,Low-dim/G structured six-channel global grid-world observation (pit mask height loose-soil occupancy boundary),MDP,MB/D/MB/MB,Task/planner-level,AM0,L0,Contextual,paper-level check: parameter-sharing PPO (joint MultiDiscrete actions) for heterogeneous excavator-bulldozer cooperative dig-transport-dispose in a fully observable grid-world simulation; dense reward shaping; evidence is simulation-only without independent runtime veto/fallback layer.
147,147,SlurryShield2023,2023,,Coordinated tuning of slurry shield control parameters based on reinforcement learning,Tier B,Earthwork and Material Processing,Mid-level,Low-dim / structured engineered six-dimensional shield-process observation (cabin pressure slurry densities net flow-rate imbalance slope subsidence),MDP,MB/D/MB/MB,Bounded skill or supervisory,AM1,L0,Contextual,paper-level check: offline Soft Actor-Critic coordinates continuous face-pressure and advance-speed adjustments from Shanghai Beiheng Channel slurry-shield ring records; tanh-bounded actor outputs; test-stage evaluation compares recommendations to operator adjustments on held-out samples without disclosed closed-loop TBM execution; independent runtime veto/fallback not disclosed.
148,148,Ding2025,2025,,Deep reinforcement learning-based trajectory planning for double pendulum cranes: Design and experiments,Tier B,Material Placement and Lifting,Mid-level,Low-dim / structured six-state crane vector (trolley position velocity hook angle hook rate payload angle payload rate),MDP,MB/D/MB/MB,Bounded skill or supervisory,AM1,L2,Contextual,paper-level check: DDPG generates trolley reference positions with sim-to-real handoff after virtual reward mean exceeds threshold; BECKHOFF PLC executes adaptive tracking controller; reference velocity-acceleration envelopes enforce motor limits; event-triggered updates separate payload transport from load-unload phases; lab double-pendulum crane experiments versus polynomial exponential references and ZVD/EI shapers under mass and rope-length variation; independent runtime veto or fallback not disclosed.
149,149,Zhang2025106123,2025,DRL dynamic scheduling large earthmoving fleets,Multi-task deep reinforcement learning for dynamic scheduling of large-scale fleets in earthmoving operations,Tier A,"Navigation, Layout, and Logistics Support",High-level multi-agent dispatching decisions over material type supply yard and route allocation for each truck cycle,Low-dim / structured transportation-system state with per-material demand progress truck allocations supply-yard loading efficiency route distance and queue-time/traffic indicators with LSTM temporal encoding,MDP,MB/D/MB/MB,Task/planner-level,AM0,L0,Contextual,"paper-level check: Automation in Construction 2025 proposes a DES-coupled multi-task MARL framework (A3C with PopArt scale-invariant update) for dynamic earthmoving fleet scheduling across multiple supply yards and traffic networks. Two agents (material allocation and yard/route allocation) use LSTM policy/value networks to capture queue dynamics and long-term scheduling effects, generating updated schedules in minutes and reporting significant transportation-time reductions in a real project case study benchmarked in simulation. Validation remains simulation-based decision support without disclosed live autonomous field execution or independent runtime veto/fallback layer."
150,150,Wang2024105538,2024,Synchronized planning/tracking articulated wheel loader,Synchronized path planning and tracking for front and rear axles in articulated wheel loaders,Tier A,"Navigation, Layout, and Logistics Support",Mid-level articulated-loader path-tracking control via front-rear axle synchronized reference and steering-rate command,Low-dim / structured kinematic-tracking state with front/rear axle position and heading errors articulation angle and preview error states,MDP,MB/D/MB/MB,Bounded skill or supervisory,AM1,L2,Primary,"paper-level check: proposes synchronous front-rear axle V-path planning (Reeds-Shepp based with kinematic rear-axle derivation) and an Actor-Critic reinforcement-learning tracking controller for articulated wheel loaders. RL controller outputs articulation-rate command from preview error model and is compared against MPC/RL baselines in joint simulation (Simulink+RecurDyn) and physical field experiments, reporting reduced position and heading errors and smoother heading/articulation responses. Safety/assurance is embedded as controller-level constraints and stable tracking behavior without an independent runtime veto/fallback layer."
151,151,Wang2026104580,2026,MMCR MR-ML cable robot prefabrication,Mixed reality and machine learning-guided cable robot framework (MMCR) for real-time prefabricated construction automation,Tier A,Structural Assembly and Installation,Mid-level cable-robot manipulation policy over end-effector motion and cable-actuation coordination for autonomous navigation obstacle avoidance grasping and placement,Low-dim / structured robot-task state with end-effector/object/goal poses task-progress flags collision indicators and real-time per-cable tension feedback (with MR/QR spatial anchoring for human supervision),MDP,MB/D/MB/MB,Bounded skill or supervisory,AM1,L2,Primary,"paper-level check: proposes MMCR, a unified MR plus RL plus cable-driven parallel robot framework for prefabricated assembly. A Unity ML-Agents policy (POCA) with tension-aware reward and curriculum training controls cable actuation for pick-and-place, while Sim2RealSync and hardware-in-the-loop coupling align simulation and physical execution. Real-world tests against manual and MR-only baselines report about four-fold error reduction, about 2.8-fold faster completion, and markedly reduced operator interventions; evidence indicates prototype-level physical validation with supervised human-robot collaboration rather than independent field-autonomous deployment."
152,152,Dhakate2022,2022,RL action-feedback hydraulic redundant manipulator,Autonomous Control of Redundant Hydraulic Manipulator Using Reinforcement Learning with Action Feedback,Tier B,Material Placement and Lifting,Low-level joint-space command generation for redundant hydraulic manipulator (policy outputs joint targets mapped to hydraulic valve commands),Low-dim / structured proprioceptive-plus-task state with current joint variables current end-effector Cartesian position and target end-effector position,MDP,MB/D/MB/MB,Bounded skill or supervisory,AM1,L2,Contextual,"paper-level check: presents a fully data-driven RL controller for a 1:5 scaled hydraulic forwarder crane (three revolute plus one prismatic joint used for 3D end-effector tracking). Nonlinear actuator behavior is emulated via supervised actuator networks from manual-operation data; a DDPG policy with Ornstein-Uhlenbeck exploration and action-feedback through a learned forward-kinematics network improves action selection. The learned policy is trained in simulation and directly deployed to the real manipulator without adaptation, demonstrating Sim2Real feasibility for circular and helical trajectory tracking. Evidence is prototype-level real-robot validation without an independent runtime veto/fallback layer."
